cv_id,skills_text,technical_text,context_text,has_skills,has_technical,has_context
158,"Bluebeam, Mathcad, Microsoft Word, Excel, Project, Powerpoint, Autocad Civil 3D [['Spreadsheets', 'Estimating', 'Dealt with Subcontractors/Suppliers', 'Plan Revisions'], ['Drill Logs', 'Time Cards', 'Drilled Shaft Concrete Pours', 'Quantities'], ['Spreadsheets', 'Concrete', ""RFI's"", 'Soil Nail Wall Installation']]",EDUCATION: Bachelor of Science in Civil Engineering from University of Pittsburgh at Johnstown (2018). EXPERIENCE: Engineering Intern at Company Name (05/2017 - 08/2017). Field Engineering Intern at Company Name (05/2016 - 08/2016). Field Engineering Intern at Company Name (05/2015 - 08/2015).,RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration,True,True,True
159,"Machine Learning, Python, SQL, Artificial Intelligence, Business Analytics, Data Extraction, Data Analysis, Python, Haskell, Flutter, Android [['Machine Learning', 'Data Analysis', 'Data Science']]","EDUCATION: B.Tech from D&D University, Daman and Diu (2018). EXPERIENCE: Machine Learning Developer at AdSense Media (August 2018 - Till Date).",RESPONSIBILITIES: Open-Source Technologies CI/CD Culture & Tooling Product Availability & Scalability Automation (Build & Deploy) Monitoring & Reliability Infrastructure Innovation Software Engineering Velocity Infrastructure Resiliency Security & Data Availability,True,True,True
160,"Data Science, Data Analytics, Database Management, Data Analysis, Data Mining, Data Modelling, Data Integration, Machine Learning, Statistical Modelling, Natural Language Processing, Predictive Analytics, Python, SQL, Flask [['Data Acquisition', 'Data Cleaning', 'Data Integration', 'Data Transformation', 'Predictive Analytics', 'Machine Learning', 'Deep Learning', 'Classification', 'Regression', 'Clustering', 'Topic Modelling']]","EDUCATION: B.Tech/B.E. in Computers from Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal (2019). EXPERIENCE: Data Scientist - Analytics & Insights at Sadhana Consultants (July 2019 - Till Date).",RESPONSIBILITIES: Machine Learning Design Data Analysis Model Training AI Integration Innovation Cross-Functional Collaboration Model Deployment Documentation Analytical Skills Communication Team Collaboration,True,True,True
161,"Communication Skills, High efficiency, High attention to Details, ERP/Accounting systems Proficiency, Advanced utilization Microsoft Office Suite, Excel [['Financial Reporting', 'AUSIFRS Accounting standards'], ['Cash flow', 'Foreign Currency management', 'Options and Swap Management'], ['Accounting', 'MYOB', 'RMS operating systems'], ['Customer service', 'Sales'], ['Administrative support', 'Credit handling']]",EDUCATION: Master of Business in Accounting from Monash University (2010). Bachelor of Commerce in Accounting & Finance from Victoria University (2009). EXPERIENCE: Financial Accountant at Company Name (05/2012 - 05/2015). Assistant Accountant at Company Name (09/2011 - 05/2012). Assistant Accountant at Company Name (08/2008 - 09/2011). Front Office Officer at Company Name (07/2007 - 08/2008). Internship - Credit Officer at Company Name (01/2007 - 04/2007).,RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
162,"Adobe Creative Suite, Adobe Acrobat, Photoshop, advertising, API, benefits, Branding, business development, competitive, Competitive Analysis, Content Development, creativity, CRM, Client Support, data management, Illustrator, InDesign, DIRECTOR, marketing plans, Market Research, Marketing Strategies, marketing strategist, marketing, market, Media Relations, messaging, Microsoft Dynamics, MS Outlook, works, communicator, organizational skills, outside sales, Positioning, presenter, problem-solver, processes, purchasing, quality control, Fast learner, Real Estate, reporting, research, Sales, software development, strategy, strategic, technical sales, trainer, Training Materials, vision, writer [['business development', 'strategy', 'marketing', 'advertising', 'market research', 'CRM', 'sales'], ['sales', 'marketing', 'technology'], ['Communications', 'analytical thinking', 'market data analysis']]","EDUCATION: Bachelor of Science from Texas A&M University (1996). EXPERIENCE: Director of Business Development at Privacy Data Systems, LLC (07/2007 - 09/2015). Director of Franchise Sales at Help-U-Sell Real Estate (01/2003 - 12/2007).",RESPONSIBILITIES: Database Design & Development SQL Query Optimization Data Integrity & Security BI Solutions Development ETL Process Implementation Database Maintenance Backup & Restore Management Index Rebuilding & Performance Tuning SQL Server Clustering & High Availability SQL Server Replication High Availability Group Management Database Monitoring & Troubleshooting,True,True,True
163,"Exceptional time management, Operational analysis, Root cause analysis, Technical plan execution aptitude, Highly dependable, Detail-oriented, Strong leader, Manufacturing process controls, Proficient in SolidWorks, Decisive, Product improvement, A+, client server, hardware, computer networks, Computer sales, clients, database, desktops, Documentation, functional, HP, HP NetServers, Inventory management and Control, laptops, marketing, materials, Windows, windows XP, Migration, network printers, network, NICs, operating systems, OS, progress, Protocols, Purchasing, QA, RAID, repairs, repairing, servers, specification, Technical Support, Troubleshoot, Troubleshooting, Upgrading, usability testing, validation, Vista [['Troubleshoot', 'debug', 'system configuration'], ['Quality analysis', 'Document control'], ['System configuration', 'Windows OS', 'Support'], ['Testing', 'Troubleshooting', 'Bug tracking'], ['Networking', 'Computer setup', 'Training'], ['Quality assurance', 'Testing', 'System setup'], ['Quality assurance', 'Data formatting', 'Technical applications'], ['Quality assurance', 'Engineering solutions']]",EDUCATION: Bachelor of Science in Electronics Engineering Technology from San Jose State University (1991). A.S in Computer Science from Mission College. EXPERIENCE: Engineering Technician at Company Name (11/2012 - Current). Quality Analyst/Document Control Specialist at Company Name (01/2009 - 10/2012). IT Associate at Company Name (11/2007 - 01/2009). Test Technician at Company Name (04/2003 - 11/2007). Computer/Network Instructor at Company Name (02/2000 - 04/2003). Network Systems QA Tester at Company Name (01/1990 - 02/2000). Quality Assurance Technician at Company Name. QA Tester at Company Name.,CAREER OBJECTIVE: Seeking a Position of Engineering Technician. RESPONSIBILITIES: iOS Lifecycle Requirement Analysis Native Frameworks iOS Development API Integration Technical Communication UI Design Performance Optimization Feature Collaboration Bug Fixing Code Translation High-Performance Development Task Management Cross-Team Collaboration Code Quality,True,True,True
164,"accounting, Accountant, Arabic, Balance Sheet, bank reconciliations, com, resolve customer complaints, Customer Service, databases, delivery, E-mail, English, expense reports, Financial, Financial and accounting, financial statements, forms, general ledger, Lecturer, excel, office, Microsoft word, Page, pricing, QuickBooks, telephone, phone, workflow, written [['Customer Service', 'Account Management', 'Database Management'], ['Customer Service', 'Account Management', 'Workflow Organization'], ['Financial Reporting', 'General Ledger Operations', 'Bank Reconciliations'], ['Financial Reporting', 'General Ledger Operations', 'Bank Reconciliations']]",EDUCATION: Trained as Accountant in Account solution from Alexandria University (2010). EXPERIENCE: General Accountant at Company Name (06/2014 - 10/2016). General Accountant at Company Name (03/2013 - 05/2014). at Company Name (10/2011 - 02/2013). at Company Name (08/2010 - 09/2011).,RESPONSIBILITIES: Recruitment Coordination Appointment Management Selection Criteria Employee Orientation Performance Evaluation HR Database Management Report Compilation Documentation Event Coordination Task Execution,True,True,True
165,"Academic, Documentation, Edge, Fiber optics, Laser, Mechanical, Scanning",EDUCATION: Ph. D in Mechanical Engineering from University of Washington (2015). M. S in Bio-Industrial Mechatronics Engineering from National Taiwan University (2006). B. S in Mechanical Engineering from National Central University Taiwan (2003). EXPERIENCE: Process Engineering Intern (June 2014 - August 2014). Research Assistant (January 2008 - Current). Graduate Researcher (January 2003 - January 2005).,CAREER OBJECTIVE: PhD cleanroom expert looking for an opportunity to work as a full-time module/process engineer in Lam Research RESPONSIBILITIES: iOS Lifecycle Requirement Analysis Native Frameworks iOS Development API Integration Technical Communication UI Design Performance Optimization Feature Collaboration Bug Fixing Code Translation High-Performance Development Task Management Cross-Team Collaboration Code Quality,True,True,True
166,"Live Electrical, Arc Flash, Lock-Out/Tag-Out, ESD, functional testing, test equipment repair and operation, troubleshooting, ISO-9001 standards, electrical equipment operation, Mechanical repair, oil servicing, Power Generation, soldering, electrical component repair, safety awareness, schematics, blueprints, drawings, various testing equipment, equipment/wiring installation, solenoid/valves, PC repair, fabrication, well organized, self motivated, excellent written and verbal communication skills [['Electrical Power Generation', 'Cabin Pressure', 'Fuel/Advance Controls and Sensors', 'Electronics', 'Environmental Labs'], ['Setup and perform functional acceptance testing', 'troubleshooting', 'safety representative'], ['airframe and power plant maintenance', 'engine proficiency', 'high-tech composite repair procedures'], ['troubleshooting', 'maintenance services', 'electrical power']]",EDUCATION: Bachelor of Science in Professional Aeronautics from Embry Riddle Aeronautical University (1996). Diploma from Pueblo High School. EXPERIENCE: Engineering Technician III at Company Name (07/2013 - Current). Generator Test Technician III at Company Name (08/1999 - 07/2013). Unmanned Aerial Vehicle (UAV) Maintenance Technician at Company Name (02/1998 - 08/1999). Electrical Power Generation Equipment Repairer Technician at Company Name (08/1996 - 08/1999).,RESPONSIBILITIES: Open-Source Technologies CI/CD Culture & Tooling Product Availability & Scalability Automation (Build & Deploy) Monitoring & Reliability Infrastructure Innovation Software Engineering Velocity Infrastructure Resiliency Security & Data Availability,True,True,True
167,"Data Analysis, Data Visualization, Deep Learning, Machine Learning, Adobe Analytics, Excel, Matplotlib, Python [['Data Analysis', 'Data Visualization', 'Business Intelligence']]",EDUCATION: B.tech in IT from Maulana Abul University (2019). EXPERIENCE: Analyst Support at Tata Sons (Apr 2019 - Till date).,"CAREER OBJECTIVE: Adept at extracting and combining data from multiple sources to come up with KPIs which have a direct impact on the bottom line of a project. RESPONSIBILITIES: Mikrotik Router Configuration OLT Device Setup & Management Integration with Billing Software Network Monitoring Tools Integration Connectivity Troubleshooting Technical Support & Escalation Installation & Configuration GPON/EPON Expertise Cisco, OLT, MikroTik Knowledge",True,True,True
168,"Research Associate, Business Analyst, Business Analytics, Data Mining, Data Modeling, Predictive Analysis, Business Intelligence, Machine Learning, Market Research, Customer Engagement, Risk Management, Retention, Audience, Python [['Market Research', 'Data Analysis']]",EDUCATION: B.Tech in Mechanical from Bhavleesh Duggar College (2020). EXPERIENCE: Associate Market Research Analyst Intern at Kripa Infotech (Apr 2020 - Sep 2020).,CAREER OBJECTIVE: I am a market research specialist with a grasp of machine learning and looking for a deeper dive into the career of being a professional machine learning engineer. RESPONSIBILITIES: Supervision Monitoring Construction Estimation Planning Material Management Project Coordination Quality Assurance Cost Control Inventory Operations Safety Error Escalation Miscellaneous Tasks,True,True,True
169,"Machine learning, Data science, PowerBI, Data visualisation, Data Mining, Data Modelling, Data Extraction, Text Analysis, Natural Language Processing [['Big Data Analysis', 'Prediction', 'Residual Normality', 'knowledge-based results extraction']]",EDUCATION: B.Tech from JIoT Belemundi (2019). EXPERIENCE: at Invictus Qualis (Nov 2019 - Till date).,CAREER OBJECTIVE: Data Engineer who is experienced with Text Analytics and Natural Language Processing. I have also worked on Big Data Analytics using hadoop RESPONSIBILITIES: Hardware & Software Installation System Monitoring IT Support Networking Expertise Mail Server Administration Security Management Troubleshooting & Repair Operations Support,True,True,True
170,"Academic, acrylic, AutoCAD, CAD, concept, Engineer-In-Training, EIT, estimating, drawing, graphics and design, Laser, Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, proposals, Reporting, Research, robotics, safety, SolidWorks, Statistics, Time management, verbal communication skills, weighing, Written [['SolidWorks', 'AutoCAD'], ['robotics', 'Research']]","EDUCATION: Bachelor of Science in Mechanical Engineering from University of California, City, State. EXPERIENCE: Mechanical Engineering Intern at Company Name (09/2015 - Current). Systems Engineering Intern at Company Name (05/2014 - 03/2015).","CAREER OBJECTIVE: Highly motivated mechanical engineering student (EIT) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. A dedicated student with problem-solving, leadership, and communication skills along with the capability to build relationships and work in a team-oriented environment. RESPONSIBILITIES: Database Design & Development SQL Query Optimization Data Integrity & Security BI Solutions Development ETL Process Implementation Database Maintenance Backup & Restore Management Index Rebuilding & Performance Tuning SQL Server Clustering & High Availability SQL Server Replication High Availability Group Management Database Monitoring & Troubleshooting",True,True,True
171,"Statistical Modeling, Natural Language Processing, Text Mining, Python, PySpark, Microsoft Azure, Azure Databricks, Azure Data Factory, SQL, Machine Learning Engineer, Data Analyst [['Natural Language Processing', 'Fraud Analytics', 'Network Analysis', 'Graphic Visualization']]",EDUCATION: B.Tech in Information Technology from PRM College of Engineering (2019). EXPERIENCE: Software Developer (Machine Learning) at Desarks (Nov 2019 - Ongoing).,"CAREER OBJECTIVE: I am a software developer currently working on Machine Learning Projects. The domain of analytics and Machine Learning has amassed a greater interest for me and I want to explore and learn about the core concepts used in production. I am looking to switch to a fulltime role that will help me explore more about this. RESPONSIBILITIES: Digital Marketing Strategy Brand Awareness, Online Traffic Social Media Management Google Analytics Cross-functional Teams Campaign Execution, SEO",True,True,True
172,"Data Scientist, Data Analyst, Software Development, Machine Learning, Natural Language Processing, Business Solutions, Process Flow, Logistic Regression, MySQL, MongoDB, Python, PowerBI, Hadoop [['Machine Learning', 'Data Science']]","EDUCATION: B.E. (Data Engineering) in Data Engineering from Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal (2019). EXPERIENCE: Data Scientist at United Health Group (Jun 2019 - Till Date).",RESPONSIBILITIES: Mushak Forms Maintenance VAT Software & MS Office Maintenance VAT Ledger Management VAT Challan Coordination Liaison with VAT Office VAT Documentation Other Assigned Tasks,True,True,True
173,"Data Engineer, Data Analytics, Data Visualization, Machine Learning, Statistical Modeling, Predictive Modeling, MongoDB, PowerBI, Tableau, Python, MySQL [['Cognos BI', 'Analytics', 'Dashboard Development']]","EDUCATION: B.Tech in Electronics and Communication from Government College of Engineering, Pune (2019). PG Diploma in Data Science and Engineering from Great Lakes Institute of Management (2021). EXPERIENCE: Data Engineer Associate at ZF Group (August 2020).","CAREER OBJECTIVE: Fresher Data Engineer who is experienced in pipeline building and analytics. Seeking to leverage my technical and analytical skills to drive growth of the organization. RESPONSIBILITIES: Mikrotik Router Configuration OLT Device Setup & Management Integration with Billing Software Network Monitoring Tools Integration Connectivity Troubleshooting Technical Support & Escalation Installation & Configuration GPON/EPON Expertise Cisco, OLT, MikroTik Knowledge",True,True,True
174,"New Business Development, Sales Management, MS Office Suite, Salesforce / CRM [['sales', 'budget forecasting', 'goal setting', 'performance reporting', 'strategic partnerships'], ['sales', 'networking', 'content marketing', 'market information'], ['industry validation', 'product management', 'sales strategy'], ['process implementation', 'strategic partnerships', 'business planning'], ['sales management', 'team training', 'report generation'], ['strategic planning', 'presentation', 'network development'], ['sales', 'customer relations', 'complaint resolution'], ['entrepreneurship', 'contract negotiation', 'staff training'], ['sales expansion', 'staff recruitment', 'inventory management']]",EDUCATION: Masters of Business Administration in Business Strategy from Western Governors University (2013). Bachelors of Science in Business Management from University of Phoenix (2011). in Biology/Pre-Medicine from Oklahoma Baptist University. EXPERIENCE: Director of Business Development at Company Name (06/2014 - Current). Director of Business Development at Company Name (06/2014 - Current). Director of Business Development at Company Name (07/2014 - Current). Director of Sales Operations and Business Development at Company Name (08/2011 - 06/2014). Sales Director at Company Name (06/2009 - 08/2011). Regional Publishing Consultant at Company Name (12/2007 - 08/2009). Senior Sales Representative at Company Name (01/2004 - 11/2007). Owner at Company Name (03/1999 - 02/2004). Branch Manager at Company Name (04/1996 - 03/1999).,RESPONSIBILITIES: Design Creation CAD Drawings Design Optimization Team Collaboration Compliance Assurance Design Reviews Manufacturing Support Documentation,True,True,True
175,"Machine Learning, Data Analysis, Data Visualization, Risk Assessment, Debugging, Database Management, Access Control, IAM, Sail point, Java, Python, MySQL, MongoDB, Data Structures [['IAM solutions', 'SailPoint', 'Java', 'security alerts', 'requirements gathering', 'design & development']]","EDUCATION: B.E. (Computers) in Computers from Jyothi Institute of Engineering & Technology, Hyderabad (2019). EXPERIENCE: SDE for Software Caging at Delta Info-nancial Services (Jun 2019 - Ongoing).","CAREER OBJECTIVE: Associate Solution Advisor currently enrolled in PG for Data science, Knowledge in data manipulation, analysis, reporting and data visualization. In depth knowledge of tools used for production. RESPONSIBILITIES: Trade Marketing Executive Brand Visibility, Sales Targets Field Marketing, Campaigns, Product Distribution Brand Head Excel, KPIs Tracking",True,True,True
176,"Microsoft applications, Excellent writing skills, Research support, Analytical skills, Accounting, billing, C programming, closing, consultant, Consulting, credit, Client, clients, customer care, data entry, database, debit, delivery, documentation, editing, Senior Management, fetch, filing, Financial, Forms, Full Life Cycle, funds, General Ledger accounts, legal, managing, Excel, office, Windows, Microsoft Word, month-end closing, Oracle, Oracle database, Designer 2000, Developer, OS/2, processing payments, policies, processes, proposals, Quality assurance, read, real estate, reporting, requirement, Sales, scheduling, scripts, Solomon, SQL, System Integration, tables, Tax accounting, Tax, tax returns, Technical documentation, telephone, upgrades, utilities [['tax management', 'communication', 'accounting'], ['financial management', 'account reconciliations', 'tax preparation', 'policy compliance'], ['customer support', 'real estate communications', 'time management'], ['software support', 'system development', 'client consultation'], ['software development', 'technical documentation', 'client communication']]",EDUCATION: Diploma in Accounting from Kings College (2004). Bachelor of Science in Computer Science from South Carolina State University (1995). EXPERIENCE: Staff Accountant at Company Name (04/2006 - 09/2016). Financial Aid Accounting Administrator at Company Name (06/2004 - 04/2006). Customer Care Consultant at Company Name (09/2002 - 04/2003). Computer Programmer at Company Name (04/1998 - 05/2001). Computer Programmer Analyst at Company Name (06/1996 - 04/1998).,"CAREER OBJECTIVE: To advance in professional and personal experiences within Finance, Tax Accounting and Management To obtain a Staff Accountant position that will enable me to perform my best using my mathematical, numerical, accounting and analytical ability for the betterment of the organization. RESPONSIBILITIES: 15+ Years Banking Experience Audit/Inspection/ICC Leadership Internal Audit & Compliance Risk-Based Operational Reviews System-Based Audit Expertise Knowledge of Bangladeshi Laws",True,True,True
177,"Account reconciliation, accounting, general accounting, accounting software, accounts payables, accounts receivables, A/P, Arabic, Balance sheet, bank reconciliations, banking, billing, bookkeeping, budgeting, budgets, budget, closing, Strong communication skills, Controller, client, clients, documentation, English, Equity, finance, financial, financial analysis, analyze financial statements, financial statements, prepare financial statements, Fixed Assets, forecasting, general ledger, GL, inventory, Investments, ledger, market, Access, Excel, Outlook, PowerPoint, MS Word, monitors, organizational, payables, payroll, personnel, problem solving, processes, Profit, Profit and loss account, Public Accounting, Express, QuickBooks, reporting, Sales, supervision, Swedish, Tax, tax returns, year-end [['accounting', 'financial statements', 'budgeting', 'bank reconciliations', 'ledger', 'journal entries', 'forecasting', 'problem solving'], ['bookkeeping', 'financial statements', 'budgeting', 'tax returns', 'general ledger', 'job performance evaluation'], ['journal entries', 'account reconciliation', 'general accounting', 'intercompany accounting', 'payroll', 'reporting'], ['accounting processes', 'audit', 'banking', 'budgeting', 'forecasting', 'training']]",EDUCATION: Master of Accountancy in Accounting from Walsh College (July 2010). Bachelor of Accountancy Degree from Stockholm University (June 1998). Bachelor of Accountancy from Al Turath University (April 2011). Certificate of Business Administration from Svenskabrsrum Institute. EXPERIENCE: Accountant at Company Name (June 2013 - Current). Accountant at Company Name (February 2008 - March 2013). Accounting Manager at Company Name (January 2000 - January 2007). Staff Accountant Finance Manager at Company Name (January 1996 - January 2000).,RESPONSIBILITIES: Design Review Coordination Proposal Preparation Feasibility Analysis Software Utilization Supervision Technical Support Submission Review Progress Reporting Compliance Site Visits,True,True,True
178,"PLC, IEC 61131 (Ladder Logic, Functional Block Diagram, Structured Text, Instruction List.), Java, C, Visual Basic, VHDL, PSpice, Assembly (Intel, Motorola, TI), Labview, AutoCAD, Inventor, Matlab, Microsoft Office, PSIM, Easy Power, Xilinx ISE, Printed Circuit Board CAD (Protel), Siemens Step 7, Wago CoDeSys, Allen Bradley RSLogix, ERP (Alliance, Global Shop, XA, SAP), API, automation, budgeting, cabling, CAD, Conversion, client, clients, DC, Designing, flash, Functional, hardware design, HP, HVAC, instruction, Intel, microprocessor, Modeling, Motorola, Power distribution, power generation, processes, Programming, proposals, Renovation, renovations, safety, scheduling, schematics, Siemens, simulation, staff management, Structured, Supervising, switchgear, tender, troubleshoot, troubleshooting, validation [['PLC', 'ERP', 'AutoCAD', 'staff management', 'budgeting', 'scheduling'], ['Modeling', 'hardware design', 'simulation', 'verification', 'validation'], ['Designing', 'supervising', 'technical studies', 'trouble shooting'], ['power distribution', 'construction', 'HVAC'], ['design', 'implementation', 'microprocessor']]","EDUCATION: Bachelor of Science in Electrical and Computer Engineering from University of Oklahoma (2006). EXPERIENCE: Engineering Supervisor at Company Name (December 2014 - Current). Electrical Design Engineer at Company Name (May 2011 - December 2014). Project Engineer at Company Name (October 2008 - May 2011). Facility Engineer at Company Name (August 2006 - October 2008). Automation Engineer, Intern at Company Name (January 2005 - August 2006).",RESPONSIBILITIES: Internal Audit Assistance Voucher & Bill Verification Cost Sheet Analysis L/C Voucher Verification Expense Verification Salary & Wages Verification Market Rate Verification,True,True,True
179,"Bi, Business Intelligence, Progress, Loans, Mortgage, Business Development, Marketing, Operations, Training, Solutions, Adc, Business Requirements, Correspondence, Fannie Mae, Gse, Metrics, Project Plans, And Marketing, Budget, Business Process Improvement, Clients, Coaching, Contracts, Drafting, E-learning, Federal Acquisition, Federal Government, Fedex, Integration, Integrator, Maintenance, Marketing Collateral, Marketing Department, Marketing Plan, Mentoring, Pricing, Process Improvement, Proposal Development, Strategic Marketing, User Experience, Web Based, Web-based, White Papers, B2c, Finance, Increase, Instructor, Investor Relations, Lending, Market Share, Mortgage Banking, Mortgage Lending, Real Estate, Retail, Retail Marketing, Retail Mortgage, Data Mining, Networking, Pentaho, Promotional, Sales, Sales Manager, Sap, Strategic Planning, Act!, Business Writing, Compounding, Excel, Fundraising, Horizontal, Hospital Pharmacy, Inventory, Mckesson, Microsoft Office, Microsoft Sharepoint, Ms Office, Outlook, Outpatient, Powerpoint, Project Management, Publisher, Robotic, Sharepoint, Siebel, Six Sigma, Six-sigma, Visio, Word, Pharmacy, Mba [['Strategic positioning', 'Strategic planning', 'Critical thinking', 'Account management', 'Stakeholder relations', 'Contracts', 'Competitive analysis', 'New customer acquisition'], ['Strategic planning', 'Contracts', 'Critical thinking'], ['Marketing', 'Operations', 'Training', 'Solutions', 'Strategic Marketing', 'User Experience'], ['Loans', 'Mortgage', 'Finance', 'Real Estate']]","EDUCATION: Pharmacy Technician in Pharmacy Technician from Delaware Technical Community College (2014). Executive MBA from St. Joseph's University (2006). Bachelor of Arts from Muhlenberg College. EXPERIENCE: Senior Business Development Manager at Company Name (Aug. 11, 2003 - May 18, 2007). Business Development / Sales Manager at Company Name (Oct. 1, 2012 - Jul. 31, 2013). Marketing Manager at Company Name (May 21, 2007 - Dec. 5, 2008). Senior Mortgage Specialist at Company Name.",RESPONSIBILITIES: Design Review Coordination Proposal Preparation Feasibility Analysis Software Utilization Supervision Technical Support Submission Review Progress Reporting Compliance Site Visits,True,True,True
180,"Data Analysis, Data Science, Data Visualization, Machine Learning, Artificial Intelligence, Decision Tree, Clustering, Python, SQL, Microsoft Excel [['Research', 'Customer Satisfaction', 'Relationship Management']]",EDUCATION: B.E in IT and ECE from Silnivesh Institute and College of Technology (2020). EXPERIENCE: Student Research Assistant at SiT (Jul 2019 - Oct 2020).,RESPONSIBILITIES: Project Design Data Analysis ACCORD/Alliance Knowledge BNBC Standards Cost Estimation Feasibility Studies Documentation Compliance Site Monitoring Policy Enforcement Legal Compliance Data Management Team Collaboration,True,True,True
181,"Data Analyst, Data Mining, Data Visualization, Machine Learning, Linear Regression, Statistical Modeling, Predictive Modeling, SQL Server, Oracle, Python ['decision making']",EDUCATION: B.Tech in Civil from Garodia Institute of Technosciences (2020). EXPERIENCE: Intern Trainee at DICTIS (Jan 2020 - Apr 2020).,"RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
182,"ASP.NET 4.5, academic, Clustering, consulting, curriculum development, customer satisfaction, data analysis, data mining, data warehouse, Databases, database, database design, database management, data warehousing, environmental protection, Environmental Science, GIS, HTML, instructor, Lecturer, legal, machine learning, managing, materials, meetings, C#, Microsoft SQL, modeling, Natural, Oracle, process development and engineering, processes, progress, Python, quality, researching, research, SAS, shipping, SPSS, SQL, Statistics, Tableau, teaching, technical support, workshops [['SQL', 'JMP'], ['SQL', 'SPSS'], None]",EDUCATION: Master of Science in Analytics from University of New Hampshire (2017). Master of Science in Environmental Science and Technology from UNESCO-IHE (2010). Bachelor of Science in Resource Management from Debub University (2004). EXPERIENCE: Engineering and Quality Technician at Company Name (01/2013 - 01/2016). Lecturer in Environmental Science and Technology at Company Name (01/2007 - 01/2012). Assistant Lecturer in Natural Resource Management at Company Name (01/2004 - 01/2006).,"CAREER OBJECTIVE: A highly experienced skilled graduate with Analytics degree with a very good experience in SAS, Web scraping, SQL, Predictive modelling and data visualization. Excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; Ensures the organization uses it effectively to reach profit and growth objectives. Comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. More than six years of experience working as a researcher, data analyst, and environmental science and Technology Instructor. Experience in SQL, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. Customer segmentation, product positioning and mapping and conjoint analysis Modelling: Design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict Diversified experience with Engineering, Manufacturing, Retailing, Higher Education and IT /Data related companies Fascinated by learning cutting edge technologies, such as; Data Mining and Machine Learning Handled a team of 4 during my 3 years of Tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience. RESPONSIBILITIES: 15+ Years Banking Experience Audit/Inspection/ICC Leadership Internal Audit & Compliance Risk-Based Operational Reviews System-Based Audit Expertise Knowledge of Bangladeshi Laws",True,True,True
183,"Software Development, Client Management, Technical Architecture, Data Visualization, Data Science, Python, Statistics, Machine Learning, Learning Algorithm, Heuristics","EDUCATION: B.Tech(Computers) in Computers from AIT, Gurukulnagar (2018). Masters (Data Science) in Data Science from WSM University, Ahmedabad (2020).","CAREER OBJECTIVE: I am a Master of Data Science graduate looking to work as a fulltime employee, seeking an entry level role in data science domain. I can offer a strong programming skills and good academic results together with a sound knowledge of implementing Machine learning techniques. Also, I am keen to learn new skill sets that the role demands. I am a highly analytical individual with interpersonal and technical skills, a desire to learn and determined attitude to succeed. RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support",True,True,True
184,"Machine Learning, Data Structures, Data Mining, Data Modeling, Python, Java Programming, Algorithms [['Machine Learning', 'Data Modeling'], ['Data Structures', 'Data Mining']]","EDUCATION: B.Sc in Statistics from Chadrasekhar University, Mangalore (2018). EXPERIENCE: Automation Engineer at Kinsgley Co. (Jul 2019 - Ongoing). Data Engineer at CIS IT Services (Jun 2018 - May 2019).","CAREER OBJECTIVE: Passionate, motivated and highly conjugated towards a building mentality. Perfecting for a better code is always my ideology. RESPONSIBILITIES: Technical Support Troubleshooting Collaboration Documentation System Monitoring Software Deployment Training & Mentorship Industry Trends Field Visits",True,True,True
185,"Python, Scikit Learn, Keras, Tensorflow, Object Oriented Programming, Machine Learning, Software Engineering, Application Development [['Async Functions', 'ML Applications', 'Databases']]",EDUCATION: B.Tech in Instrumentation from Jodhpur University (2018). M.Tech in Machine Learning from IIIT Delhi (2021). EXPERIENCE: Software Developer and Analyst Trainee at CISCO (OCT 2018 - May 2019).,"CAREER OBJECTIVE: Experienced software professional looking for data science and machine learning roles. Masters in machine learning. Good Knowledge of Software Development processes and Object-oriented programming. Sound Knowledge of python, scikit learn and keras. RESPONSIBILITIES: Machinery Maintenance Troubleshooting Report Preparation Log Maintenance",True,True,True
